word	emotion	arousel
sterben	-1.823529412	4.055555556
Energie	2.1	3.470588235
Anleihe	-0.852941176	2.238095238
Banane	1.32	1.95
Junge	0.8	2.80952381
niemand	-1.1	1.842105263
satt	1.4	2.105263158
Bohne	0.65	1.578947368
Giebel	0.2	2.157894737
Änderung	0.352941176	2.833333333
Aufzucht	0.3	2.611111111
Zwist	-1.3	3.85
Ganove	-1.4	3.65
bunt	1.6	2.210526316
Ungeahnt	-0.1	2.833333333
Unkraut	-1.0	1.857142857
anzahlen	0.2	1.705882353
ergreifen	0.147058824	2.428571429
sensibel	0.8	2.368421053
Geige	1.5	2.59
Mutlos	-1.4	2.0
Pedant	-1.05	3.444444444
Fieber	-1.8	3.7
Prosten	1.1	2.684210526
Kruzifix	0.6	2.80952381
Seife	0.7	1.473684211
Lüge	-2.117647059	4.055555556
Schaf	1.14	1.73
wohnheim	-0.4	2.529411765
Polizei	-0.2	3.166666667
anklagen	-1.3	3.833333333
Föhn	0.41	2.27
Stunde	0.25	2.055555556
namhaft	1.1	2.526315789
Opposition	-0.176470588	3.380952381
Schnee	1.764705882	2.055555556
Tarif	-0.6	2.428571429
Matte	0.15	1.722222222
meutern	-1.8	3.789473684
Nachfolger	-0.176470588	2.428571429
Monat	0.3	2.111111111
treffen	1.0	2.684210526
Ball	1.5	3.18
Plagiat	-0.8	2.473684211
muffig	-1.4	1.736842105
Trost	1.4	2.157894737
Loblied	2.0	2.235294118
Partisan	-0.8	2.736842105
Frage	0.15	2.333333333
Liebreiz	1.7	3.058823529
eintreten	0.147058824	2.142857143
Blut	-0.882352941	3.666666667
Klischee	-1.0	3.380952381
Fahrrad	1.55	3.0
Meister	1.1	2.777777778
Kante	-0.5	2.611111111
nett	1.8	2.055555556
Wille	1.7	3.25
Lohn	1.5	2.722222222
regieren	0.3	2.933333333
schütteln	-0.529411765	3.214285714
befallen	-1.4	3.333333333
Herd	0.91	2.64
Herz	2.3	3.277777778
Herr	-0.294117647	2.555555556
Spuken	-1.0	3.157894737
elend	-2.1	4.1
maximal	1.2	2.578947368
Antrag	0.3	3.058823529
anlegen	0.205882353	2.0
Silber	1.45	2.5
berühren	1.794117647	2.892857143
lernbar	1.3	2.0
Maske	-0.1	3.444444444
Ziel	2.0	3.055555556
erzeugen	0.941176471	2.571428571
Tropen	1.2	2.789473684
Orkan	-1.0	4.2
panisch	-2.1	4.222222222
Seite	0.25	1.888888889
Zigarre	-0.2	2.611111111
platzen	-0.4	3.566666667
Horde	-1.2	3.2
Humor	2.15	3.8125
geschehen	0.264705882	2.523809524
zwecklos	-2.0	2.210526316
Wanze	-1.3	3.444444444
Nelke	1.15	1.842105263
ring	1.411764706	2.777777778
Psyche	0.5	3.259259259
fisch	0.36	2.36
Hahn	0.41	2.23
Dominanz	-0.6	3.526315789
Nonne	-0.45	2.277777778
Sauna	1.2	2.0
Pfote	0.85	2.714285714
Hure	-1.3	3.777777778
Beratung	0.8	2.421052632
Gestaltung	1.147058824	2.476190476
Sofa	1.4	1.611111111
Abtei	0.0	1.842105263
Planet	1.2	2.368421053
Wort	0.764705882	2.0
brauchen	-0.235294118	2.789473684
Salat	1.35	1.666666667
Urteil	-0.15	3.222222222
Massage	2.2	1.5625
Apfel	1.2	1.833333333
Photo	1.55	2.529411765
Verwaltung	-1.117647059	2.523809524
Veranda	1.1	1.833333333
angehen	0.705882353	2.368421053
Strasse	0.176470588	2.210526316
Gedanke	1.5	2.611111111
Halle	0.2	2.055555556
Geisel	-2.2	4.35
Serbe	-0.45	3.157894737
Fahne	-0.2	2.0
massiv	-0.1	3.15
Kürbis	0.5	2.36
bitten	0.65	2.857142857
abhauen	-0.9	3.210526316
Lump	-1.4	2.888888889
verweigern	-0.911764706	3.0
Kalorie	-0.8	2.842105263
Harmonie	2.5	1.764705882
Tinte	0.35	2.058823529
sprengen	-0.9	3.684210526
Autark	0.6	3.0
Diele	0.4	1.875
laufen	0.764705882	2.047619048
Mantel	1.05	1.91
erreichen	1.558823529	2.523809524
Idylle	2.5	1.823529412
Prunk	0.6	2.052631579
Löwe	0.36	4.05
albern	-0.2	3.052631579
Anklang	1.4	1.722222222
Saxophon	1.41	2.86
Gans	0.19	2.86
Akzent	0.0	3.210526316
Rast	0.9	1.904761905
angeben	-1.382352941	2.761904762
verraten	-1.647058824	3.888888889
See	1.823529412	2.142857143
Ahnung	0.7	3.0
Feier	2.1	3.4375
Tenor	0.85	2.238095238
Murmel	1.25	1.473684211
Madonna	1.0	2.555555556
Seenot	-2.1	4.058823529
treu	2.2	2.333333333
minus	-1.0	3.052631579
Adeln	0.4	2.4
Fortuna	2.2	2.666666667
Bilanz	-0.705882353	2.433333333
modern	0.0	2.789473684
mind	-0.9	1.947368421
Ketzer	-1.45	3.777777778
Diskussion	0.029411765	3.368421053
Jawort	1.0	2.842105263
Käse	0.95	2.32
Mitleid	0.0	3.0
Linse	0.5	1.944444444
herrschen	-1.911764706	3.285714286
leugnen	-1.7	3.5
Biene	1.15	2.388888889
Halbtot	-2.0	2.789473684
Einfalt	-1.2	2.555555556
Notar	-0.2	2.333333333
Streich	0.1	2.944444444
Motte	-1.55	3.05
Niveau	1.352941176	2.111111111
Tadellos	1.7	2.444444444
Archiv	0.45	1.894736842
Russe	0.05	3.055555556
Ersaufen	-2.4	3.421052632
Motto	0.6	2.19047619
besuchen	1.441176471	2.761904762
Präsident	-0.882352941	2.952380952
Bank	-0.235294118	2.277777778
Trauung	1.0	2.944444444
segeln	1.4	1.833333333
Schlampe	-1.3	4.055555556
auffordern	-0.117647059	3.0
Flamingo	1.0	2.68
Bodenlos	-1.6	3.555555556
Beichte	-0.2	2.823529412
Alarm	-1.4	4.444444444
einladen	1.676470588	2.533333333
Tochter	1.676470588	2.277777778
Loyal	2.1	2.105263158
lächeln	2.294117647	2.357142857
Sicherheit	1.323529412	2.894736842
Strapaze	-1.4	3.5
knochen	-0.86	2.95
Zerlegen	-0.2	2.736842105
Leinwand	0.4	1.941176471
Logik	1.15	2.35
Ungeduld	-1.1	3.444444444
Geburt	1.9	4.176470588
Wand	-0.264705882	1.944444444
Schlapp	-1.5	1.736842105
neg	-0.6	3.523809524
Gegenteil	-0.029411765	2.761904762
Triangel	0.27	2.05
Brille	-0.65	2.210526316
singen	1.575757576	3.526315789
Marke	0.05	2.222222222
Einsturz	-1.7	4.058823529
Gurt	0.5	1.95
mittel	0.088235294	2.555555556
Spott	-1.2	3.631578947
Lug	-2.0	2.421052632
Lesesaal	0.0	1.333333333
Markt	0.8	2.380952381
gefährden	-1.647058824	3.9
Monopol	-1.0	2.904761905
schenken	1.852941176	2.964285714
Lehrzeit	-0.4	2.388888889
ausgeben	-0.323529412	2.5
Achse	0.0	2.166666667
Foto	0.9	3.263157895
seher	0.35	2.8
Einsatz	1.0	2.764705882
Finale	0.9	3.523809524
Bischof	-0.823529412	2.052631579
Geste	1.05	2.111111111
sehen	2.0	2.263157895
Gabel	0.3	2.111111111
tanzen	1.911764706	3.111111111
Bronze	0.7	2.666666667
Lager	0.1	2.111111111
Kanzler	-1.029411765	2.444444444
gegend	0.3	1.944444444
Aal	-0.5	2.380952381
Manko	-1.05	2.777777778
widmen	1.147058824	2.105263158
Magazin	0.5	2.352941176
Beziehung	1.617647059	3.666666667
Aas	-2.1	2.631578947
Wasser	1.55	1.833333333
Pfau	1.09	2.55
Labor	-0.15	2.578947368
Leitbild	0.3	2.352941176
segnen	1.3	1.85
Komet	1.1	3.4
Labil	-1.5	3.05
bar	0.823529412	3.157894737
Zins	-0.5	2.666666667
Erzfeind	-2.5	3.666666667
sinken	-1.264705882	3.263157895
Agent	0.45	2.944444444
saub	1.5	2.055555556
schwach	-1.6	2.611111111
freuen	2.205882353	3.107142857
wachsen	1.264705882	2.333333333
Führer	-2.176470588	3.888888889
Betrieb	-0.235294118	2.111111111
Niere	-0.4	2.705882353
Gruppe	0.5	2.388888889
brechen	-1.323529412	3.142857143
Bedeutung	0.941176471	2.857142857
Rivale	-1.5	4.058823529
Monolog	-0.7	2.052631579
zahlen	-0.558823529	2.35
Unlust	-1.6	2.705882353
Spannung	0.8	3.285714286
Horoskop	-0.1	2.888888889
schreiben	1.470588235	2.571428571
Geheul	-1.6	3.7
nachbar	-0.1	2.375
heben	0.0	2.142857143
fangen	-0.529411765	2.964285714
meistern	1.5	2.944444444
irr	-1.5	3.777777778
Ethik	0.9	3.238095238
Ehrgeiz	1.5	3.555555556
rufen	0.088235294	2.684210526
erhalten	0.852941176	2.052631579
Bestie	-2.1	4.529411765
Tasse	0.73	1.82
fürchten	-1.647058824	3.857142857
Ahorn	1.3	1.722222222
Ausflug	1.5	2.6875
Vorliebe	1.4	2.444444444
erlebnisen	1.3	2.833333333
Tunnel	-0.7	2.210526316
enthalten	-0.352941176	2.19047619
finden	1.352941176	2.526315789
Knebeln	-1.5	3.722222222
Geschenk	2.3	3.470588235
Genie	1.9	3.705882353
Komplott	-1.9	3.705882353
Schale	0.65	1.473684211
Mechanik	0.3	2.294117647
Lawine	-1.0	4.1
Erbin	0.8	3.285714286
Leugnung	-1.7	3.333333333
Zitrone	0.8	2.789473684
Spesen	0.25	2.684210526
kommen	1.117647059	2.631578947
Abscheu	-2.1	4.058823529
Flamme	0.6	3.315789474
Kondom	0.91	3.45
erfüllen	1.411764706	2.947368421
Lossagen	-0.3	2.157894737
Diplomat	0.9	2.578947368
Suppe	0.6	2.157894737
Sahne	1.2	2.0
Faust	-0.823529412	3.210526316
Regel	-0.4	2.5
Anekeln	-2.1	3.607142857
Snob	-1.4	3.111111111
Wahllos	-0.8	2.684210526
kirschen	2.18	2.73
Kasse	-0.15	2.333333333
Laune	0.6	3.157894737
Gedicht	0.7	2.947368421
Nuckel	0.86	2.09
Gnade	1.0	2.25
Grund	0.5	2.315789474
Schwein	0.59	2.77
zäpfchen	-1.77	3.73
Chance	2.1	3.176470588
polygam	-0.5	2.210526316
verändern	0.764705882	2.80952381
Frevel	-1.7	3.444444444
Pfaffe	-1.6	2.333333333
blutig	-1.8	4.35
Spiegel	0.86	2.36
Schule	0.25	2.65
Schuld	-1.7	3.571428571
Tomate	0.95	2.18
überlegen	0.735294118	2.105263158
stehlen	-2.2	3.611111111
Askese	-0.4	2.625
Erholung	2.3	1.294117647
rache	-2.05	4.210526316
sinnvoll	2.0	1.944444444
Bedürfnis	0.382352941	3.476190476
Kloster	0.058823529	1.833333333
Zelle	-0.95	3.19047619
Zujubeln	1.6	3.166666667
Schwester	1.323529412	1.857142857
Absturz	-2.0	4.095238095
Rheuma	-1.9	3.0
Zaudern	-1.0	2.473684211
Moskito	-1.4	3.444444444
stammeln	-1.4	3.166666667
Ferse	0.2	2.125
Wange	1.2	1.666666667
Hypnose	0.0	3.166666667
verletzen	-1.941176471	4.033333333
wenig	-0.9	1.526315789
Rudel	-0.15	2.277777778
Ruder	0.4	2.444444444
Rubin	1.4	2.611111111
Turban	-0.32	2.41
Hausfrau	0.0	2.277777778
rutschen	1.18	3.32
Sieb	0.36	1.82
Krankheit	-1.735294118	3.766666667
Sieg	2.2	3.722222222
erzählen	1.352941176	2.842105263
wenden	0.294117647	2.095238095
Anreiz	1.3	3.736842105
Sanktion	-1.4	3.222222222
Medizin	1.4	2.833333333
Versteck	-0.2	3.125
Aufstieg	1.8	3.294117647
Rampe	0.25	2.722222222
monarch	-0.4	2.611111111
Ausgabe	-0.264705882	2.333333333
fraulich	1.5	2.5
Schande	-1.9	3.764705882
Reichtum	1.5	3.352941176
negativ	-2.4	3.555555556
Gesundheit	1.970588235	2.233333333
Qualität	1.647058824	2.277777778
legen	0.205882353	1.842105263
Schlaf	1.9	1.105263158
Mango	1.71	2.43
Waise	-1.85	3.105263158
scheu	-0.6	1.894736842
dampfer	0.64	2.55
Strumpf	0.45	1.59
Pflege	0.45	2.0
Leiche	-2.45	4.142857143
weichen	-0.764705882	2.0
Eule	0.64	2.09
Besen	-0.25	2.05
Mine	-0.7	3.142857143
Verhältnis	0.617647059	3.052631579
Knausern	-1.2	2.105263158
Manager	0.7	2.842105263
Funktionär	-1.411764706	2.210526316
Garten	1.8	1.611111111
Bündnis	0.294117647	2.444444444
Wehklage	-1.9	3.411764706
Meuterei	-1.6	3.647058824
sprechen	1.205882353	2.523809524
belegen	-0.058823529	2.285714286
Cello	0.95	2.09
Prater	0.55	2.523809524
Untier	-1.2	3.5
Beweis	0.6	2.368421053
Satz	0.264705882	1.888888889
unfair	-2.0	2.947368421
Bier	0.7	2.894736842
Hirse	0.4	1.611111111
human	1.9	2.05
Duft	1.7	2.388888889
Streik	-0.8	3.80952381
sonnig	2.4	2.388888889
brennen	-1.529411765	3.464285714
Uferlos	-1.3	2.736842105
Lupe	0.0	2.294117647
gewinnen	1.676470588	3.210526316
billigen	-0.4	2.222222222
riskant	-0.2	3.666666667
Gas	-1.470588235	3.380952381
komisch	0.7	2.578947368
Krücke	-1.95	3.45
Souvenir	1.1	1.888888889
erweitern	1.176470588	1.947368421
vornehmen	0.647058824	2.523809524
aktiv	1.6	3.263157895
Aquarium	0.59	1.36
flaschen	0.45	1.95
wissen	2.029411765	2.666666667
gierig	-1.5	3.947368421
scheitern	-1.941176471	3.678571429
putzig	0.9	2.210526316
Abhilfe	0.8	2.157894737
Umsicht	1.5	1.764705882
Optik	0.55	2.315789474
hering	-0.05	2.157894737
Verweint	-1.6	2.578947368
Seide	1.65	1.470588235
Känguruh	1.18	2.95
Geier	-0.5	3.176470588
Kohle	0.15	2.555555556
Kamin	1.65	1.5
Pinzette	-0.41	2.41
Vogel	1.2	2.444444444
Munition	-1.8	3.588235294
Tyrann	-2.6	3.80952381
Attentat	-2.4	4.705882353
Mokka	1.1	2.4
schwarz	0.3	1.947368421
Ghetto	-1.7	4.05
intensiv	1.0	3.894736842
Zufall	0.7	2.464285714
stützen	0.882352941	2.047619048
Idiot	-2.0	3.176470588
Lerche	1.2	1.65
Zeuge	0.05	2.722222222
Heizung	1.14	1.82
Beifall	1.7	2.941176471
Lenker	0.32	2.0
Drohung	-2.1	4.176470588
beneiden	-1.2	3.263157895
Name	0.588235294	2.210526316
Poker	0.2	3.222222222
Klugheit	2.3	2.8125
ersetzen	-0.470588235	2.238095238
gutartig	2.0	1.944444444
Punkt	0.176470588	1.888888889
Möwe	-0.05	2.91
steigern	1.0	2.789473684
Palme	1.6	1.764705882
Aufbau	0.55	2.285714286
Lift	0.4	2.555555556
Pfeife	0.4	2.45
verarmen	-1.8	3.666666667
Protzen	-1.2	3.526315789
Lexikon	0.3	2.5625
Tradition	0.176470588	2.421052632
Orgie	0.3	4.222222222
weiblich	1.9	2.888888889
arbeiten	-0.058823529	2.684210526
Gras	0.77	1.59
Yacht	1.0	2.578947368
binden	0.382352941	2.684210526
Argwohn	-1.3	3.444444444
Watte	1.0	1.7
Hetzer	-1.95	3.833333333
errichten	0.676470588	2.157894737
Grab	-2.3	3.777777778
Morsch	-1.0	2.894736842
Schocken	-1.4	3.964285714
rauchen	-1.029411765	3.19047619
Treulos	-2.1	2.421052632
primitiv	-1.4	2.368421053
Bluttat	-2.8	4.277777778
Schürze	-0.64	2.14
gründen	0.970588235	2.315789474
Schuh	1.0	2.05
Hobel	0.3	2.117647059
Schaukel	1.45	2.86
lieb	2.2	2.166666667
Fee	2.3	2.444444444
Hupe	-0.82	3.45
Traktor	0.27	2.77
nachweisen	-0.294117647	2.666666667
vorhaben	0.970588235	2.789473684
reeissen	-1.147058824	2.052631579
Kandidatur	-0.352941176	2.8
Stereo	0.9	2.666666667
Geschichte	0.764705882	2.714285714
Unmensch	-2.5	3.941176471
Hochzeit	1.0	3.5
Verruf	-1.65	3.578947368
Herde	0.35	2.388888889
Kralle	-1.0	2.684210526
vorkommen	0.176470588	2.052631579
Blase	-0.7	2.210526316
Hanf	-0.3	2.333333333
Hand	1.205882353	1.777777778
Metzger	-0.5	3.333333333
Erwerb	1.05	2.684210526
Mimose	-1.5	2.526315789
Apathie	-1.6	3.333333333
Blüte	2.32	1.91
lukrativ	1.7	2.5
Entzug	-1.7	3.444444444
plaudern	0.5	2.178571429
Demut	-0.9	3.047619048
Musiker	1.3	2.222222222
überwinden	0.970588235	2.789473684
Steigerung	0.911764706	2.857142857
Ärgernis	-1.9	3.789473684
leiden	-1.941176471	3.833333333
Nagel	0.25	2.666666667
schweigen	-0.264705882	1.733333333
Morast	-1.1	2.777777778
Asyl	-0.3	3.388888889
Zuhause	2.5	1.882352941
Bauer	0.15	1.833333333
behandeln	0.382352941	2.421052632
Fenster	1.14	1.91
Hammer	-0.32	3.0
Tonne	-0.35	2.210526316
verdrehen	-1.0	2.315789474
aufnehmen	1.029411765	2.368421053
positiv	2.4	2.611111111
zart	1.7	2.222222222
Volk	0.147058824	2.333333333
Kommode	0.64	1.82
Aufseher	-0.9	2.578947368
Truhe	0.85	2.142857143
Irrsinn	-2.1	4.125
bedienen	-0.5	2.214285714
liberal	1.3	2.157894737
Ziegel	0.41	2.09
Taler	1.05	2.0
Masse	-0.8	2.210526316
Rasse	-1.25	3.4
entfallen	-0.676470588	2.368421053
Blume	2.15	1.6875
dachs	0.45	2.5
Igel	0.73	2.55
Herrschaft	-1.941176471	3.157894737
Rotwein	1.7	2.5
Gurgel	-1.45	2.722222222
Situiert	-0.1	1.944444444
Fahndung	-1.1	3.333333333
abseits	-1.1	2.842105263
Psychose	-2.1	4.6875
Falle	-1.7	4.0
entlassen	-1.617647059	3.333333333
verstehen	1.735294118	2.842105263
Skalpell	-1.1	3.722222222
Mitgift	0.6	2.863636364
Knebel	-1.55	3.95
Kanne	0.6	1.684210526
Koran	-0.25	3.0
taub	-1.7	3.058823529
Liaison	1.0	3.166666667
Runde	0.3	1.842105263
Frieden	2.529411765	1.611111111
Kiosk	0.8	2.047619048
Debatte	-0.911764706	3.142857143
Abwehr	-0.7	3.19047619
gehören	0.058823529	2.210526316
scharf	0.0	4.105263158
Perle	1.5	2.375
Person	0.5	2.055555556
Brezel	1.64	2.23
Mission	0.9	2.631578947
Sticheln	-1.0	2.842105263
Trunken	-0.2	2.888888889
Schmerz	-1.735294118	4.166666667
Pferd	1.18	3.09
Heimat	1.7	1.8125
Keller	0.0	2.722222222
trennen	-1.5	3.571428571
Kompass	0.68	2.55
unding	-1.2	2.777777778
Zugabe	1.5	2.941176471
datum	0.3	2.1875
einsetzen	0.411764706	2.736842105
genassen	2.323529412	2.133333333
Ostern	1.05	2.111111111
Vertrag	-0.382352941	2.722222222
Sirup	0.85	2.333333333
begeistern	2.147058824	3.5
Festung	0.1	3.411764706
Burg	1.23	3.0
ratlos	-1.2	2.947368421
Tourist	-0.2	2.222222222
Klima	0.25	2.210526316
Krokodil	-0.95	4.0
Massaker	-2.8	4.611111111
Toleranz	2.3	2.647058824
Klingel	0.14	2.73
Sekt	1.2	2.5
wählen	0.058823529	2.631578947
listig	-0.4	3.210526316
herbst	1.1	1.65
Magd	-0.3	2.777777778
übergeben	-0.588235294	2.157894737
Solist	1.25	2.526315789
streng	-1.2	3.473684211
Wahl	0.117647059	2.777777778
Wahn	-2.3	3.833333333
Religion	0.5	2.421052632
Mitte	0.75	2.105263158
Salbe	0.9	2.210526316
gruselig	-1.5	3.736842105
wurst	0.5	2.45
Munkeln	-1.1	2.578947368
Rente	0.25	2.35
Flucht	-1.529411765	3.888888889
minimal	-0.3	2.388888889
Ableger	0.1	2.222222222
behaupten	-0.323529412	2.380952381
Dosis	-0.7	3.238095238
fehlen	-1.529411765	2.866666667
Weste	-0.09	1.91
trend	0.5	2.666666667
Fohlen	1.4	2.368421053
bestellen	0.647058824	1.894736842
trotz	-0.823529412	3.0
verbrechen	-2.029411765	3.571428571
besetzen	-0.617647059	2.666666667
Lage	-0.058823529	1.833333333
Appetit	1.1	2.722222222
Altbau	0.7	2.526315789
ehrlich	2.2	2.111111111
Form	0.352941176	2.222222222
Lenkrad	0.4	2.0625
stilvoll	1.4	2.947368421
Pakt	-0.6	3.571428571
Fraktion	-0.764705882	2.263157895
Klage	-1.55	3.470588235
Haustier	1.2	2.222222222
Absicht	0.6	2.578947368
Motorrad	1.4	2.888888889
Aktivität	1.705882353	3.315789474
Pest	-2.8	4.0
Funke	0.65	3.105263158
Lesebuch	0.6	2.736842105
Kupfer	0.5	1.944444444
regnen	-0.1	1.736842105
monoton	-1.3	1.842105263
abends	1.0	2.052631579
Leser	1.3	2.111111111
Aufstand	-1.2	3.944444444
Nabel	0.6	2.315789474
Ansporn	1.5	3.277777778
Abflug	0.7	3.142857143
zögern	-0.852941176	2.761904762
stören	-1.647058824	3.428571429
Rabatt	1.35	2.210526316
Blamage	-1.8	3.888888889
Trauer	-2.1	3.647058824
anmutig	1.9	2.333333333
Mensa	-0.05	2.0
Streit	-2.2	4.047619048
weigern	-1.2	3.578947368
Spinner	-1.0	3.368421053
Ratte	-0.95	2.714285714
Sohle	0.0	1.777777778
Schrott	-1.2	3.0
Import	0.55	1.842105263
Hornisse	-1.86	3.73
schaden	-1.794117647	3.444444444
Retter	2.0	3.5625
August	1.5	2.210526316
leuchten	1.8	2.5
Altar	0.3	2.35
Tiger	0.85	3.428571429
Arbeiter	-0.235294118	2.222222222
regen	0.323529412	2.055555556
Dieb	-1.8	3.5
Aschgrau	-1.4	1.631578947
Adler	1.25	2.444444444
Konzert	1.794117647	2.5
würdigen	1.176470588	2.894736842
tapf	1.7	3.105263158
Wirkung	0.6	2.368421053
Kopflos	-1.3	3.105263158
erfordern	-0.970588235	2.0
Klaue	-1.2	3.45
sieben	0.205882353	2.210526316
entfernen	-0.705882353	2.866666667
Distel	-0.55	2.157894737
Lied	1.6	1.944444444
schlassen	-0.617647059	2.333333333
Glut	0.5	3.052631579
decken	1.36	1.59
Kauf	0.558823529	3.0
Aktion	1.0	2.944444444
welken	-1.5	2.35
Lilie	1.0	1.611111111
Abt	0.2	1.526315789
Rebell	0.15	4.0
verlegen	-0.411764706	2.238095238
stolz	0.5	3.285714286
Kanon	0.7	2.0
Sorte	0.4	2.0
manuell	0.0	2.111111111
Abwasser	-1.2	2.5
unbefugt	-1.2	3.052631579
schieben	-0.647058824	2.185185185
Schnecke	-0.36	2.24
Zeugin	0.0	3.352941176
Notfall	-1.7	4.529411765
Sandale	0.23	2.05
Neugier	0.3	3.555555556
hoffen	1.647058824	2.392857143
Tampon	-0.68	2.23
Pinsel	0.55	1.966666667
erleiden	-1.941176471	3.733333333
Torte	1.6	2.45
bezeichnen	0.323529412	2.0
umarmen	2.2	2.722222222
Schirm	0.68	2.36
Moder	-1.5	2.894736842
Mahl	1.1	2.055555556
Muschel	1.55	2.18
Advent	1.05	1.736842105
Raubtier	-0.2	3.882352941
Errichtung	0.411764706	2.0
Starre	-1.3	3.210526316
mag	-1.2	3.25
Schmutz	-1.1	2.888888889
töten	-2.705882353	4.433333333
Vorwurf	-1.8	3.380952381
Kreisel	0.68	2.86
spannend	1.2	3.842105263
Droge	-1.25	3.947368421
zugeben	0.6	2.333333333
Probe	0.0	2.388888889
Reiberei	-1.4	3.5
Übelkeit	-2.0	3.210526316
drohen	-2.176470588	3.928571429
gestehen	-0.058823529	3.142857143
Moll	-0.2	2.277777778
Mietzins	-1.2	2.833333333
Alpdruck	-1.9	3.166666667
